Latitude,Longitude,City,Community,ProjectName,Q1Enrollments,Q2Enrollments,Q3Enrollments,TotalEnrollments
34.04334001,-118.245125,Los Angeles,Downtown,Residential Recovery Program (CLDP),0,0,0,0
34.04334001,-118.245125,Los Angeles,Downtown,Women's and Children Emergency Beds - 1st STEP Family,0,0,0,0
34.06040699,-118.281667,Los Angeles,Westlake,VASH - HACLA,0,0,0,0
34.02486999,-118.482558,Santa Monica,Santa Monica,DMH Interim Housing Turning Point,1,2,0,4
34.00709302,-118.297413,Los Angeles,Vermont Square,Transitional Housing,0,0,0,0
33.98934409,-118.1639331,Bell,Bell,DMH Interim Housing Bell Shelter,3,15,6,29
34.23146898,-118.466405,North Hills,North Hills,Rayen Apartments,0,0,0,0
34.05933,-118.282043,Los Angeles,Westlake,DMH Interim Housing Coronado,1,8,1,12
33.9581564,-118.2826459,Los Angeles,Vermont Vista,DMH Interim Housing Family Center,0,10,0,14
33.91972501,-118.292117,Los Angeles,Athens-Westmont,DMH Interim Housing Adult Male Center,9,4,0,14
33.9581564,-118.2826459,Los Angeles,Vermont Vista,DMH Interim Housing for Women,9,10,4,23
33.808191,-118.316359,Torrance,Torrance,DHS Recuperative Care Torrance,0,3,5,11
34.061968,-118.270942,Los Angeles,Westlake,A Bridge Home Casa Azul,0,9,1,12
34.09155505,-118.3452491,West Hollywood,West Hollywood,Blue Hibiscus,0,0,0,0
34.09162898,-118.1342606,Alhambra,Alhambra,VASH - HACoLA,0,0,0,0
34.04244902,-118.24485,Los Angeles,Downtown,STOP Program,0,0,0,0
34.067965,-117.740055,Pomona,Pomona,DPH Interim Housing RBH - SAPC,2,11,5,22
34.09032161,-117.735724,Pomona,Pomona,DHS Interim Housing,5,14,2,22
34.09032161,-117.735724,Pomona,Pomona,DHS Interim Housing Short Term,0,0,0,0
34.01847501,-118.458143,Santa Monica,Santa Monica,Step Up on 26th,0,0,0,0
34.04244902,-118.24485,Los Angeles,Downtown,Transitional Housing Program CDCR,0,0,0,0
34.09115399,-118.337113,Los Angeles,Hollywood,Host Homes,0,4,0,5
33.90859458,-118.0761439,Norwalk,Norwalk,Host Homes,2,1,1,6
34.672399,-118.127542,Lancaster,Lancaster,Host Homes,0,0,0,3
33.96215902,-118.261052,Los Angeles,Florence,RHY Transitional Living Program SPA 6,0,7,0,9
33.96215902,-118.261052,Los Angeles,Florence,RHY Basic Center - Emergency Shelter Program SPA 6,1,0,0,1
34.099014,-118.332575,Los Angeles,Hollywood,A Bridge Home Schrader,6,12,0,21
33.99869402,-118.433355,Los Angeles,Mar Vista,Transitional Housing Youth SPA 5,2,2,0,4
34.02607698,-118.47029,Santa Monica,Santa Monica,Cloverfield Daybreak Emergency Shelter,0,0,0,0
34.06402999,-118.291446,Los Angeles,Koreatown,CA1688 DMH 13,30,34,21,104
33.96534402,-118.266063,Los Angeles,Florence,DHS Interim Housing 81st,0,0,0,0
33.96124099,-118.259611,Los Angeles,Florence,DHS Interim Housing 85th,0,0,0,0
33.92666799,-118.268732,Los Angeles,Broadway-Manchester,DHS Interim Housing 118th,0,0,0,0
34.27302499,-118.467376,Mission Hills,Mission Hills,Recuperative Care Center,0,0,0,0
33.73633102,-118.291633,San Pedro,San Pedro,You Can Have It A.L.L. (Accelerated Learning and Living),0,0,0,0
34.05485901,-117.728113,Pomona,Pomona,Tri-City Crisis Housing,0,7,1,8
34.047925,-118.290376,Los Angeles,Pico-Union,Menlo Family Housing,0,0,0,0
34.137915,-117.907215,Azusa,Azusa,Pathways V Sober Living,0,0,0,0
34.14020502,-117.904078,Azusa,Azusa,Pathways VIII Sober Living,0,0,0,0
34.06040699,-118.281667,Los Angeles,Westlake,Homeless Veterans Initiative (HVI),0,0,0,0
34.06402999,-118.291446,Los Angeles,Koreatown,Homeless Section 8 Voucher Program (HACLA - DMH),0,0,0,0
34.05261501,-118.222927,Los Angeles,Boyle Heights,Transitional Housing Youth SPA 4,3,0,6,11
33.90564898,-118.0565,Norwalk,Norwalk,Transitional Housing Youth SPA 7,3,2,1,6
34.038915,-118.331859,Los Angeles,Mid-City,DHS Interim Housing Mid City 3 - Crenshaw,14,12,0,28
33.95354402,-118.276129,Los Angeles,Broadway-Manchester,DHS Interim Housing 91st,12,10,0,27
33.94310402,-118.361504,Inglewood,Lennox,CES RRH Youth St Margaret Center,2,2,0,8
33.98388202,-118.29953,Los Angeles,Vermont-Slauson,Transitional Housing Bright Futures Youth SPA 6,2,0,6,8
34.09115399,-118.337113,Los Angeles,Hollywood,Interim/Transitional Housing Program Youth SPA 4,0,0,1,2
34.084769,-117.744478,Pomona,Pomona,Pathways IV Sober Living,0,0,0,0
34.10392299,-117.740026,Pomona,Pomona,Pathways II Sober Living,0,0,0,0
34.18136301,-118.136074,Altadena,Altadena,Recovery Bridge Housing Start House,5,13,5,24
33.99796001,-118.477857,Venice,Venice,HACLA Sec 8 Chronic TBV,0,2,0,3
33.99796001,-118.477857,Venice,Venice,HACLA Sec 8 NCH TBV,0,0,0,0
34.04652401,-118.264109,Los Angeles,Downtown,CA1684 CIS PSH Youth,4,0,3,20
34.04652401,-118.264109,Los Angeles,Downtown,CA1685 CIS PSH,9,3,0,16
34.04338498,-118.24419,Los Angeles,Downtown,CA1689 LAMP Downtown,10,13,4,37
34.05485901,-117.728113,Pomona,Pomona,PD ESG Crisis Housing,0,3,0,3
34.02665701,-118.291824,Los Angeles,Adams-Normandie,ILP SPA 4,0,0,0,1
33.92454021,-118.254409,Los Angeles,Green Meadows,DHS WLCAC Bonus,1,0,0,1
34.06402999,-118.291446,Los Angeles,Koreatown,HACLA Tenant Based Supportive Housing TBSH 2017,18,13,10,67
33.73622302,-118.282731,San Pedro,San Pedro,Recovery Bridge Housing SAPC,0,0,0,0
34.05240741,-118.4584795,Los Angeles,Veterans Administration,VA Clinical Treatment Transitional,5,5,2,25
34.05240741,-118.4584795,Los Angeles,Veterans Administration,VA Low Demand Transitional,8,6,5,20
34.05061199,-118.272339,Los Angeles,Westlake,HACLA/DHS TBSH,0,10,0,10
34.41170923,-118.5381894,Santa Clarita,Santa Clarita,Crisis Housing Program SPA 2,15,62,1,82
34.07715198,-118.221376,Los Angeles,Lincoln Heights,CES Bridge Housing Program,0,9,2,14
33.986259,-118.311597,Los Angeles,Chesterfield Square,A Bridge Home St. Andrews Place,28,60,4,97
34.07101299,-117.947559,West Covina,West Covina,Adult Reentry Rental Assistance (ARRAP),8,10,9,37
34.09637701,-118.353115,Los Angeles,Hollywood,CES Bridge Housing for Women Gardner Library,2,7,1,13
33.94216801,-118.272235,Los Angeles,Broadway-Manchester,DHS Recuperative Care 104th,0,0,0,0
34.08516001,-118.255874,Los Angeles,Echo Park,TWC FSC Crisis Housing Safe Families,26,7,20,61
34.04224701,-118.24597,Los Angeles,Downtown,CES Crisis Housing Program 2,3,35,0,42
33.94167302,-118.276016,Los Angeles,Broadway-Manchester,Resurrection House Foundation 1,0,0,0,0
33.97007401,-118.263528,Los Angeles,Florence,Resurrection House Foundation 2,0,0,0,0
33.97045002,-118.263408,Los Angeles,Florence,Resurrection House Foundation 3,0,0,0,0
34.040065,-118.320932,Los Angeles,Arlington Heights,Family Reunification Rapid Re-Housing SPA 4 PATH,0,2,0,8
34.05240741,-118.4584795,Los Angeles,Veterans Administration,Sun Valley Senior Apartments,0,18,14,32
33.94106202,-118.298228,Los Angeles,Athens-Westmont,PBV Athens Vista,0,0,0,0
34.58733123,-118.113577,Palmdale,Palmdale,PBV Courson Arts Colony West,0,0,0,0
34.01105699,-118.294373,Los Angeles,Exposition Park,PBV/ King 1101,0,0,0,0
34.04112799,-117.748909,Pomona,Pomona,PBV Mosaic Garden at Pomona,0,0,0,0
34.0453,-118.246921,Los Angeles,Downtown,DHS Weldon Apartments,0,0,0,0
33.983196,-118.247408,Los Angeles,Florence-Firestone,PBV The Nightingale,0,0,0,0
34.57567502,-118.112172,Palmdale,Palmdale,PBV Courson Arts Colony East,0,0,0,0
34.21256552,-118.3889442,Los Angeles,Sun Valley,CES Enhanced Bridge Housing Older Adults,0,0,0,2
34.03916302,-118.280012,Los Angeles,San Pedro,CES Enhanced Bridge Housing Older Adults,2,4,0,6
34.04244902,-118.24485,Los Angeles,Downtown,CES Enhanced Bridge Housing Older Adults,0,7,0,8
33.99796001,-118.477857,Venice,Venice,HDAP,8,2,0,21
33.995506,-118.291754,Los Angeles,Vermont Square,CES Crisis Housing Individuals SPA 6,17,30,2,56
33.88697301,-118.206808,Los Angeles,Compton,Family Reunification Rapid Re-Housing SPA 6 UBH,5,4,19,47
34.04555598,-118.314116,Los Angeles,Arlington Heights,CES Enhanced Bridge Housing Older Adults,4,1,1,14
33.78356899,-118.280185,Wilmington,Harbor City,SSVF RRH,4,4,1,21
34.06208099,-117.732522,Pomona,Pomona,Substance Abuse Recovery,0,0,0,0
34.04464399,-118.243403,Los Angeles,Downtown,CES Bridge Housing Program,0,0,0,0
33.96325735,-118.283049,Los Angeles,Vermont Knolls,83rd Street Housing for Health,0,2,0,2
33.9290392,-118.232978,Los Angeles,Watts,A Bridge Home Imperial Hwy,17,16,12,62
33.98959701,-118.287531,Los Angeles,Vermont-Slauson,CA1787 Permanent Supportive Housing SPA 6,7,5,1,58
33.96723275,-118.3089508,Los Angeles,Manchester Square,Winter Shelter Program Western SPA 6,0,0,0,0
34.57924102,-118.124382,Palmdale,Palmdale,AVD FSC Crisis Housing,12,27,2,43
34.05155499,-118.448072,Los Angeles,Veterans Administration,TSA FSC Westwood Transitional Village Crisis Housing,10,25,44,81
34.04652401,-118.264109,Los Angeles,Downtown,TSA FSC Zahn Memorial Center Crisis Housing,2,5,4,14
33.98825201,-118.268678,Los Angeles,Florence,SSG FSC Crisis Housing Motel/Hotel Vouchers (Vouchers),0,0,0,0
34.05040902,-118.2117,Los Angeles,Boyle Heights,LHR FSC Crisis Housing,10,4,7,27
33.79400501,-118.223059,Long Beach,Long Beach,CCL FSC Crisis Housing San Gabriel,13,12,3,42
34.18760401,-118.404864,North Hollywood,Valley Glen,RHY Basic Center - Emergency Shelter Program SPA 2,2,6,0,8
33.960825,-118.269704,Los Angeles,Florence,CES Crisis Housing Family,8,1,1,16
34.06402999,-118.291446,Los Angeles,Koreatown,CA0393 DMH,3,4,0,11
34.18495001,-118.442342,Van Nuys,Van Nuys,DHS Interim Housing Town Homes,0,1,1,6
34.185006,-118.444529,Van Nuys,Van Nuys,DHS Interim Housing SRO,0,0,0,2
34.04555598,-118.314116,Los Angeles,Arlington Heights,CES Enhanced Bridge Housing Single Females,5,13,1,22
33.99343701,-118.476073,Venice,Venice,A Bridge Home Sunset Youth,10,29,4,58
33.99343701,-118.476073,Venice,Venice,A Bridge Home Sunset Individuals,7,4,3,74
33.78378998,-118.200793,Long Beach,Long Beach,CES Bridge Housing Project Achieve,0,1,1,3
34.09296499,-118.323502,Los Angeles,Hollywood,A Bridge Home YWCA Youth,2,5,0,7
34.04591799,-118.21005,Los Angeles,Boyle Heights,LFH FSC Crisis Housing Cesar Chavez SPA 4,7,12,13,51
34.04402498,-118.245192,Los Angeles,Downtown,Angelus Inn,0,0,0,0
34.044243,-118.246184,Los Angeles,Downtown,Courland Hotel,0,0,0,0
34.04050002,-118.242759,Los Angeles,Downtown,Ellis Hotel,0,0,0,0
34.044631,-118.245523,Los Angeles,Downtown,Florence Apartments,0,0,0,0
34.04861801,-118.2513,Los Angeles,Downtown,Harold Apartments,0,0,0,1
34.04412301,-118.246318,Los Angeles,Downtown,Haskell Apartments,1,0,0,1
34.04097301,-118.242833,Los Angeles,Downtown,La Jolla Apartments,0,0,0,0
34.04063899,-118.242296,Los Angeles,Downtown,Regal Apartments,0,0,0,0
34.04445401,-118.246016,Los Angeles,Downtown,Ward Apartments,0,0,0,0
34.06635601,-118.291855,Los Angeles,Koreatown,PBV Vermont Corridor Apartments,0,0,0,0
33.89805598,-118.261346,Compton,Rosewood/Rancho Dominguez,PBV Stanford Ave Apartments,0,0,0,0
33.93107733,-118.308479,Los Angeles,Athens-Westmont,PBV Westmont Vista,0,0,78,78
33.99225299,-118.309129,Los Angeles,Chesterfield Square,PBV/VASH Western Ave Apartments,0,0,0,0
34.042489,-118.248293,Los Angeles,Downtown,PBV 649 LOFTS,0,9,0,9
33.97056699,-118.291314,Los Angeles,Vermont Knolls,PBV The Pointe on Vermont,0,0,0,0
33.95858301,-118.290554,Los Angeles,Vermont Vista,PBV 88th & Vermont,0,0,0,0
33.92583101,-118.239672,Los Angeles,Willowbrook,PBV Springhaven,0,0,0,0
34.0526384,-118.2707591,Los Angeles,Westlake,PBV Aria Apartments,0,0,0,0
34.010009,-118.282528,Los Angeles,Vermont Square,PBV RISE Apartments,0,0,0,0
33.977199,-118.274089,Los Angeles,Florence,PBV Residence on Main,0,0,0,0
34.06696998,-118.277957,Los Angeles,Westlake,PBV Rampart Mint Apartments,0,0,0,0
34.05481098,-118.385265,Los Angeles,South Robertson,PBV Pico Robertson Senior Community,0,0,0,0
33.99842399,-118.278868,Los Angeles,South Park,PBV Broadway Apartments Preservation,0,0,0,0
34.03108102,-118.283668,Los Angeles,University Park,PBV Casa de Rosas Campus,0,0,0,0
34.06231798,-118.306952,Los Angeles,Koreatown,PBV Casa del Sol,0,0,0,0
33.97334299,-118.245656,Los Angeles,Florence-Firestone,PBV Firestone Phoenix,0,0,0,0
34.04347601,-118.208662,Los Angeles,Boyle Heights,PBV Cielito Lindo II,0,0,0,0
34.01387498,-118.342216,Los Angeles,Baldwin Hills/Crenshaw,PBV Metro at Buckingham Phase 2,0,0,0,0
34.30647599,-118.429532,Sylmar,Sylmar,PBV Metamorphosis on Foothill,0,0,0,0
34.03606945,-118.1875788,Los Angeles,East Los Angeles,PBV/VASH El Nuevo Amanecer,0,0,0,0
33.99299101,-118.314726,Los Angeles,Chesterfield Square,Ruby House Women and Children,0,0,0,0
33.99299101,-118.314726,Los Angeles,Chesterfield Square,Ruby House Women Only,0,0,0,0
33.99352599,-118.287779,Los Angeles,Vermont-Slauson,Momma's House Mens Facility,0,0,0,0
34.064895,-118.271246,Los Angeles,Westlake,PBV Hope on Alvarado,0,0,0,0
34.05712464,-118.2635561,Los Angeles,Westlake,PBV Hartford Villa Apartments,0,0,0,0
34.04195801,-118.248287,Los Angeles,Downtown,PBV FLOR 401 Lofts,0,0,0,0
34.05485901,-117.728113,Pomona,Pomona,CES Bridge Housing Program,3,0,2,6
34.046006,-118.246125,Los Angeles,Downtown,DMH Interim Housing,2,4,0,7
33.87160898,-118.143773,Bellflower,Bellflower,Bellflower Temporary Emergency Shelter,18,27,4,49
34.06507198,-118.264443,Los Angeles,Westlake,CES Enhanced Bridge Housing Older Adults Hawkes,3,9,4,24
33.96122498,-118.278474,Los Angeles,Florence,Crisis Housing Family Shelter Safe Landing for Families,7,17,0,38
34.02243802,-118.335731,Los Angeles,Baldwin Hills/Crenshaw,Crisis Housing Family Shelter Safe Landing for Families,3,24,0,45
34.06985499,-118.294528,Los Angeles,Koreatown,PBV 235 Berendo,0,0,0,0
34.070087,-118.293776,Los Angeles,Koreatown,PBV 226 Berendo,0,0,0,0
34.09115399,-118.337113,Los Angeles,Hollywood,DMH Center Youth Enhanced Emergency Shelter Program,0,0,0,0
34.09115399,-118.337113,Los Angeles,Hollywood,LGBT Center Emergency Housing,0,0,0,0
34.040065,-118.320684,Los Angeles,Arlington Heights,PATH Villas Gramercy,4,0,1,14
34.05249699,-118.267663,Los Angeles,Westlake,PBV 7th and Witmer,24,35,0,77
34.05815201,-117.960621,La Puente,Bassett,Francisquito Apartments,0,0,0,0
34.02507899,-118.275145,Los Angeles,Historic South-Central,A Bridge Home CD 9,13,46,5,76
34.041324,-118.246428,Los Angeles,Downtown,San Pedro House Apartments,0,0,0,0
34.04388002,-118.245282,Los Angeles,Downtown,PBV Simone Apartments,3,0,35,38
34.10707949,-117.9313352,Irwindale,Irwindale,USHS 3 Cities Crisis Housing Motel Vouchers,1,2,0,3
33.90165002,-118.384512,Manhattan Beach,Manhattan Beach,Recuperative Care,0,0,0,0
34.7029621,-118.2366182,Lancaster,Lancaster,Winter Shelter Program High Desert MACC VOA,11,105,10,126
34.035262,-118.271255,Los Angeles,Historic South-Central,CA0421 Consolidated DMVA,3,0,0,4
34.043705,-117.742744,Pomona,Pomona,Pathways III Sober Living,0,0,0,0
34.03675498,-118.436977,Los Angeles,West Los Angeles,Veteran Residential Care Program,5,10,5,20
33.96811101,-118.283025,Los Angeles,Vermont Knolls,CRCD Apartments Levine Management Group,0,0,0,0
34.12324302,-117.994112,Duarte,Unincorporated Duarte,Winter Shelter Program Pamela Park,16,23,0,39
34.212684,-118.387996,North Hollywood,Sun Valley,LFH FSC Crisis Housing SPA 2 (Vouchers),0,0,0,0
33.99458001,-118.466179,Venice,Venice,STJ FSC Westminster TLC Venice Community Housing Crisis Housing (Vouchers),0,0,0,0
33.73503098,-118.291423,San Pedro,San Pedro,HIS FSC Crisis Housing (Vouchers),0,0,0,0
34.040065,-118.320932,Los Angeles,Arlington Heights,PAT FSC Crisis Housing (Vouchers),0,0,0,0
34.10684198,-117.744077,Pomona,Pomona,Family Crisis Housing Project SPA 3 (Vouchers),0,0,0,0
34.10707949,-117.9313352,Irwindale,Irwindale,USHS FSC Crisis Housing Vouchers (Vouchers),0,0,0,0
